Make,Model,Year,Kilometer,Color,Owner,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Price
Mercedes-Benz,E-Class E220 CDI Blue Efficiency,2012,101000,Brown,Second,4868.0,1854.0,1470.0,5.0,80.0,1275000
Renault,Kwid 1.0 RXT Edition,2018,14000,Green,First,3679.0,1579.0,1478.0,5.0,28.0,375000
Maruti Suzuki,Vitara Brezza ZDi,2018,50500,Blue,First,3995.0,1790.0,1640.0,5.0,48.0,949000
Maruti Suzuki,Swift ZDi Plus,2019,80849,White,First,3840.0,1735.0,1530.0,5.0,37.0,775000
Audi,A6 2.0 TDI Premium Plus,2014,19868,White,First,4915.0,1874.0,1455.0,5.0,65.0,1800000
Honda,City VX CVT,2016,45000,White,First,4440.0,1695.0,1495.0,5.0,40.0,825000
Hyundai,Santro Magna [2018-2020],2019,30858,Silver,First,3610.0,1645.0,1560.0,5.0,35.0,509999
Mahindra,Scorpio S11 2WD 7 STR,2018,56500,Black,First,4456.0,1820.0,1995.0,7.0,60.0,1350000
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],2020,37003,Grey,First,3765.0,1660.0,1520.0,5.0,43.0,650000
Honda,City ZX Diesel,2021,11000,White,First,4440.0,1695.0,1495.0,5.0,40.0,1490000
Maruti Suzuki,Baleno Sigma 1.2,2016,53000,White,First,3995.0,1745.0,1500.0,5.0,37.0,545000
BMW,3-Series 320d Luxury Line,2018,75000,White,First,4633.0,1811.0,1429.0,5.0,57.0,2950000
Mercedes-Benz,E-Class E350 CDI Avantgarde,2010,120000,Silver,First,4868.0,1854.0,1471.0,5.0,80.0,1150000
Audi,Q3 2.0 TDI quattro Premium,2013,44087,White,First,4385.0,1831.0,1608.0,5.0,64.0,1850000
Mercedes-Benz,E-Class E250 CDI Avantgarde,2014,59000,Brown,First,4879.0,1854.0,1474.0,5.0,80.0,1750000
Audi,Q7 45 TDI Premium Plus,2017,45000,White,First,5052.0,1968.0,1740.0,7.0,75.0,5500000
Nissan,Sunny XV Diesel,2013,92000,Grey,Second,4425.0,1695.0,1505.0,5.0,41.0,360000
Ford,Ecosport Titanium 1.5L Ti-VCT,2019,48422,Blue,First,3998.0,1765.0,1647.0,5.0,52.0,625000
BMW,3-Series 320d Luxury Line,2019,29000,Blue,First,4633.0,1811.0,1429.0,5.0,57.0,4150000
Mahindra,Thar LX 4-STR Hard Top Diesel MT,2021,37500,Brown,First,3985.0,1820.0,1844.0,4.0,57.0,1698999
Maruti Suzuki,Baleno Delta 1.2,2018,62000,Silver,Second,3995.0,1745.0,1500.0,5.0,37.0,484999
Audi,A4 30 TFSI Premium Plus,2020,17000,White,First,4726.0,1842.0,1427.0,5.0,54.0,4250000
Maruti Suzuki,Ertiga VXI CNG,2017,76642,Silver,First,4296.0,1695.0,1685.0,7.0,45.0,800000
Hyundai,Creta SX 1.6 (O) Petrol,2019,44000,Grey,First,4270.0,1780.0,1665.0,5.0,55.0,1275000
Porsche,718 Boxster,2018,20000,Yellow,First,4379.0,1801.0,1281.0,2.0,54.0,9500000
BMW,3-Series 320d Luxury Line,2013,102000,White,Second,4633.0,1811.0,1429.0,5.0,57.0,1375000
Hyundai,Creta SX 1.5 Diesel [2020-2022],2022,9000,Black,First,4300.0,1790.0,1635.0,5.0,50.0,1700000
Mahindra,XUV500 W6 2013,2013,135000,Black,First,4585.0,1890.0,1785.0,7.0,70.0,500000
Mercedes-Benz,GLC 220d 4MATIC Progressive [2019-2021],2020,14500,Silver,First,4658.0,1890.0,1644.0,5.0,66.0,6800000
Maruti Suzuki,DZire VXi AMT,2019,31552,Brown,First,3995.0,1735.0,1515.0,5.0,37.0,715000
Maruti Suzuki,Wagon R VXI+ AMT,2016,70000,Grey,First,3636.0,1475.0,1670.0,5.0,35.0,380000
Honda,Brio E MT,2016,35134,Silver,First,3610.0,1680.0,1500.0,5.0,35.0,375000
Land Rover,Range Rover Sport SDV6 SE,2016,45000,White,Third,4879.0,2073.0,1780.0,5.0,77.0,7200000
Mercedes-Benz,GLE 300d 4MATIC LWB,2020,18000,Bronze,First,4924.0,2157.0,1772.0,5.0,93.0,8190000
Maruti Suzuki,Swift ZXi AMT [2018-2019],2018,8000,Blue,First,3840.0,1735.0,1530.0,5.0,37.0,695000
Hyundai,Creta 1.6 SX (O),2016,62125,White,First,4270.0,1780.0,1630.0,5.0,60.0,875000
Land Rover,Discovery Sport HSE Luxury,2016,78000,Red,First,4600.0,2069.0,1690.0,7.0,65.0,3500000
Hyundai,i20 Active 1.2 SX,2018,64300,Brown,First,3995.0,1760.0,1555.0,5.0,40.0,685000
Tata,Safari XZ Plus,2021,28000,White,First,4661.0,1894.0,1786.0,7.0,50.0,1875000
Skoda,Octavia 1.8 TSI Ambition Plus AT,2017,28600,Grey,First,4659.0,1814.0,1476.0,5.0,50.0,1685000
Audi,A6 35 TDI Matrix,2015,69500,White,Second,4933.0,1874.0,1455.0,5.0,75.0,2550000
Hyundai,Creta SX 1.6 CRDI,2017,70000,White,First,4270.0,1780.0,1630.0,5.0,60.0,869999
Mahindra,Thar CRDe 4x4 AC,2018,24000,White,First,3920.0,1726.0,1930.0,6.0,60.0,875000
Audi,Q3 2.0 TDI quattro Premium,2012,69500,Blue,First,4385.0,1831.0,1608.0,5.0,64.0,1390000
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],2019,25500,Silver,First,3995.0,1790.0,1640.0,5.0,48.0,825000
Maruti Suzuki,Ciaz Zeta 1.4 AT,2017,20000,Blue,First,4490.0,1730.0,1485.0,5.0,43.0,785000
Mercedes-Benz,GLA 200 CDI Sport,2016,55000,White,Second,4417.0,1804.0,1494.0,5.0,50.0,2145000
Maruti Suzuki,Eeco 5 STR WITH HTR CNG [2018-2019],2021,8640,White,First,3675.0,1475.0,1800.0,5.0,40.0,590000
Jaguar,XJ 3.0 Petrol,2013,65000,White,Second,5247.0,2110.0,1448.0,5.0,83.0,2550000
Mercedes-Benz,E-Class E 220 d Avantgarde,2019,5750,White,First,5063.0,1860.0,1494.0,5.0,80.0,6500000
Volkswagen,Polo Highline1.2L (P),2015,50000,White,First,3971.0,1682.0,1469.0,5.0,45.0,490000
BMW,7-Series 730Ld DPE,2017,28000,White,First,5219.0,1902.0,1481.0,4.0,78.0,5950000
Renault,Kwid 1.0 RXT [2016-2019],2017,43000,Grey,UnRegistered Car,3679.0,1579.0,1478.0,5.0,28.0,420000
Hyundai,Tucson GL 2WD AT Diesel,2019,44876,White,First,4475.0,1850.0,1660.0,5.0,62.0,2395000
Hyundai,i20 Sportz 1.4 CRDI,2013,95610,White,Second,3995.0,1710.0,1505.0,5.0,45.0,360000
Nissan,Sunny XV Diesel,2013,51000,Grey,First,4425.0,1695.0,1505.0,5.0,41.0,325000
Land Rover,Evoque Dynamic SD4,2013,110000,Red,Second,4355.0,2120.0,1635.0,5.0,57.0,2300000
Maruti Suzuki,Ertiga Vxi CNG,2014,53693,Others,First,4265.0,1695.0,1685.0,7.0,60.0,642000
Hyundai,Eon Era +,2018,70000,White,First,3495.0,1550.0,1500.0,5.0,32.0,290000
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],2014,57000,Grey,First,3765.0,1660.0,1520.0,5.0,43.0,390000
Toyota,Corolla Altis 1.8 G AT,2014,63000,Grey,First,4540.0,1760.0,1480.0,5.0,55.0,890000
Maruti Suzuki,Swift LXi,2016,53807,White,First,3850.0,1695.0,1530.0,5.0,42.0,440000
Maruti Suzuki,Ciaz Delta 1.4 MT,2018,46000,White,First,4490.0,1730.0,1485.0,5.0,43.0,721000
Skoda,Octavia 1.8 TSI L&K,2018,67546,Others,Second,4670.0,1814.0,1476.0,5.0,50.0,1515000
Land Rover,Discovery Sport SE R-Dynamic Petrol,2021,14500,White,First,4600.0,2069.0,1724.0,7.0,70.0,7000000
Honda,City V,2018,37100,Grey,First,4440.0,1695.0,1495.0,5.0,40.0,949000
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],2019,30000,White,First,5063.0,1860.0,1494.0,5.0,80.0,5500000
Renault,Kwid RXT [2015-2019],2018,89059,Others,First,3679.0,1579.0,1478.0,5.0,28.0,319000
Maruti Suzuki,Ertiga VDi,2013,77000,White,Second,4265.0,1695.0,1685.0,7.0,45.0,459999
Volvo,V40 D3 R-Design,2018,42000,Red,First,4370.0,1783.0,1458.0,5.0,60.0,2100000
Maruti Suzuki,Baleno Delta 1.2,2017,58146,Red,First,3995.0,1745.0,1500.0,5.0,37.0,685000
MINI,Cooper S,2020,13000,Black,First,3850.0,1727.0,1414.0,4.0,44.0,3900000
Toyota,Etios GD,2013,75000,Silver,Second,4265.0,1695.0,1510.0,5.0,45.0,300000
Mercedes-Benz,GLE 250 d,2018,50500,White,Third,4819.0,2141.0,1796.0,5.0,93.0,5400000
Mercedes-Benz,A-Class Sedan 200d,2022,3826,White,UnRegistered Car,4549.0,1796.0,1446.0,5.0,43.0,4100000
Mercedes-Benz,GLS 350 d,2019,53000,White,First,5130.0,1934.0,1850.0,7.0,100.0,6875000
Hyundai,Creta SX 1.6 (O) Petrol,2018,37000,Black,Second,4270.0,1780.0,1665.0,5.0,55.0,1115000
Honda,City V CVT Petrol [2017-2019],2017,38000,Grey,Second,4440.0,1695.0,1495.0,5.0,40.0,761000
Maruti Suzuki,Baleno Zeta 1.2,2021,8499,Yellow,First,3995.0,1745.0,1500.0,5.0,37.0,825000
Hyundai,Elite i20 Magna 1.4 CRDI [2016-2017],2016,61181,White,First,3985.0,1734.0,1505.0,5.0,45.0,650000
Honda,Jazz V Petrol,2017,45000,Grey,First,3955.0,1694.0,1544.0,5.0,40.0,565000
Mercedes-Benz,S-Class 350,2007,102000,Silver,First,5076.0,1871.0,1473.0,5.0,90.0,750000
Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,2021,9232,Blue,First,3805.0,1680.0,1520.0,5.0,37.0,685000
Maruti Suzuki,Estilo VXi,2008,72542,Pink,First,3495.0,1495.0,1595.0,5.0,35.0,135000
Hyundai,Elite i20 Magna Executive 1.2,2018,42601,Blue,First,3985.0,1734.0,1505.0,5.0,45.0,609000
Mahindra,Scorpio LX BS-III,2009,90000,Green,Second,4430.0,1817.0,1975.0,8.0,60.0,365000
Audi,Q7 45 TDI Premium Plus,2016,65000,Blue,First,5052.0,1968.0,1740.0,7.0,75.0,5175000
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],2018,40000,Bronze,First,4735.0,1830.0,1795.0,7.0,55.0,2175000
Ssangyong,Rexton RX7,2013,106223,White,Second,4755.0,1900.0,1785.0,7.0,78.0,675000
BMW,X5 3.0d,2009,115000,Green,Second,4854.0,1933.0,1776.0,5.0,85.0,1400000
Honda,Amaze 1.2 S i-VTEC Opt,2016,50000,White,First,3990.0,1680.0,1505.0,5.0,35.0,480000
BMW,5-Series 520d Luxury Line [2017-2019],2020,30000,Black,First,4936.0,1868.0,1479.0,5.0,65.0,5800000
Audi,Q7 45 TDI Technology Pack,2018,39850,Blue,First,5052.0,1968.0,1740.0,7.0,75.0,6700000
Hyundai,Elantra 1.6 SX AT,2014,80000,White,First,4530.0,1775.0,1470.0,5.0,56.0,625000
Isuzu,MU-X 4x2,2017,96095,Silver,First,4825.0,1860.0,1840.0,7.0,65.0,1791000
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],2018,12768,White,First,3675.0,1475.0,1800.0,5.0,40.0,422000
Audi,A4 Premium Plus 40 TFSI,2021,12321,Black,UnRegistered Car,4762.0,1847.0,1433.0,5.0,54.0,4200000
Toyota,Corolla Altis VL AT Petrol,2018,65100,Beige,First,4620.0,1775.0,1475.0,5.0,55.0,1295000
Hyundai,Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],2017,30000,Orange,First,3765.0,1660.0,1520.0,5.0,43.0,495000
Tata,Tiago Revotron XTA [2017-2019],2019,12000,Silver,First,3746.0,1647.0,1535.0,5.0,35.0,585000
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],2019,33000,White,First,4686.0,1810.0,1442.0,5.0,66.0,3950000
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],2021,13000,Black,First,5063.0,1860.0,1494.0,5.0,80.0,7475000
Skoda,Rapid Elegance 1.6 MPI AT,2013,57000,White,Second,4386.0,1699.0,1466.0,5.0,55.0,425000
Mercedes-Benz,E-Class E 220d Expression [2019-2019],2017,48000,Black,Second,5063.0,1860.0,1494.0,5.0,80.0,4150000
Audi,Q7 35 TDI Premium Plus + Sunroof,2012,118000,Black,First,5089.0,1983.0,1737.0,7.0,100.0,2475000
BMW,5-Series 520d Sport Line,2017,44000,White,Second,4936.0,1868.0,1479.0,5.0,57.0,2990000
Renault,Duster 85 PS RxL Diesel,2013,99000,White,Second,4315.0,1822.0,1695.0,5.0,50.0,280000
Mercedes-Benz,S-Class 350,2009,75000,Red,Second,5076.0,1871.0,1473.0,5.0,90.0,1500000
BMW,6-Series GT 630d Luxury Line [2018-2019],2019,79000,Blue,First,5091.0,1902.0,1538.0,5.0,68.0,5100000
Toyota,Fortuner 3.0 MT,2010,114000,Black,Second,4695.0,1840.0,1850.0,7.0,80.0,825000
Maruti Suzuki,Wagon R LXI CNG (O),2014,82000,White,First,3599.0,1495.0,1700.0,5.0,35.0,310000
Honda,Jazz V AT Petrol,2016,80000,Grey,First,3955.0,1694.0,1544.0,5.0,40.0,595000
Jeep,Compass Limited 2.0 Diesel [2017-2020],2017,57000,White,First,4395.0,1818.0,1640.0,5.0,60.0,1240000
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],2018,26807,Black,Second,3675.0,1475.0,1800.0,5.0,40.0,328000
Hyundai,Elite i20 Sportz 1.2,2018,23000,Red,First,3985.0,1734.0,1505.0,5.0,40.0,625000
Maruti Suzuki,Swift VDi,2015,112000,White,First,3850.0,1695.0,1530.0,5.0,42.0,409999
Maruti Suzuki,Swift DZire ZXI,2015,70000,Silver,First,3995.0,1695.0,1555.0,5.0,42.0,545000
Volkswagen,Polo Trendline 1.0L (P),2019,53929,Red,First,3971.0,1682.0,1469.0,5.0,45.0,699000
Maruti Suzuki,Celerio LXi,2014,49580,White,First,3600.0,1600.0,1560.0,5.0,35.0,390000
Toyota,Corolla Altis GL,2014,85000,White,Second,4620.0,1775.0,1475.0,5.0,50.0,680000
Maruti Suzuki,Ciaz ZDi SHVS,2015,61000,White,First,4490.0,1730.0,1485.0,5.0,43.0,625000
Maruti Suzuki,Wagon R LXi LPG,2012,35000,Green,Second,3595.0,1475.0,1700.0,5.0,28.0,235000
Mahindra,Scorpio S2,2016,42000,White,First,4456.0,1820.0,1930.0,8.0,60.0,951000
Honda,City 1.5 V AT,2011,69000,Black,Second,4420.0,1695.0,1480.0,5.0,42.0,550000
Jeep,Compass Limited 1.4 Petrol AT [2017-2020],2017,70000,Blue,First,4395.0,1818.0,1640.0,5.0,60.0,1350000
Hyundai,i10 Magna 1.2 Kappa2,2013,15780,Red,First,3585.0,1595.0,1550.0,5.0,35.0,325000
Audi,Q7 35 TDI Premium + Sunroof,2015,46000,Black,First,5089.0,1983.0,1737.0,7.0,100.0,2600000
Maruti Suzuki,Ciaz ZXI+,2016,50800,White,First,4490.0,1730.0,1485.0,5.0,43.0,640000
Toyota,Corolla Altis 1.8 VL AT,2011,95000,White,First,4540.0,1760.0,1480.0,5.0,55.0,450000
BMW,5-Series 520d Sedan,2010,112000,Blue,Second,4841.0,1846.0,1468.0,5.0,70.0,750000
Audi,A6 Technology 45 TFSI,2020,36000,Grey,First,4939.0,1886.0,1457.0,5.0,73.0,5300000
Volvo,XC60 Inscription [2017-2020],2019,3500,White,First,4688.0,1902.0,1658.0,5.0,71.0,5800000
Maruti Suzuki,Vitara Brezza ZDi,2018,30000,Silver,First,3995.0,1790.0,1640.0,5.0,48.0,801000
Mahindra,Scorpio S6 Plus 1.99 [2016-2017],2017,19000,White,First,4456.0,1820.0,1995.0,8.0,60.0,1090000
Maruti Suzuki,Alto VXi,2014,31100,Maroon,Second,3620.0,1475.0,1460.0,5.0,35.0,245000
Honda,Amaze 1.2 S i-VTEC,2014,65000,Silver,Second,3990.0,1680.0,1505.0,5.0,35.0,475000
Toyota,Fortuner 2.8 4x4 AT [2016-2020],2017,49000,White,Second,4795.0,1855.0,1835.0,7.0,80.0,2800000
Audi,A3 35 TDI Premium,2020,11000,White,First,4456.0,1796.0,1416.0,5.0,50.0,2950000
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],2019,28000,White,First,3765.0,1660.0,1520.0,5.0,43.0,545000
Ford,Endeavour Titanium 2.0 4x2 AT,2021,9400,Black,First,4903.0,1869.0,1837.0,7.0,80.0,3975000
Mercedes-Benz,GLC 220 d Progressive,2017,77000,White,First,4656.0,1890.0,1639.0,5.0,66.0,4200000
Hyundai,Xcent SX CRDi,2017,27000,White,Second,3995.0,1660.0,1520.0,5.0,43.0,434999
Renault,Kwid RXT [2015-2019],2017,15507,Bronze,First,3679.0,1579.0,1478.0,5.0,28.0,315000
Ssangyong,Rexton RX6,2016,70000,Black,Second,4755.0,1900.0,1785.0,7.0,78.0,900000
Honda,City VX,2015,44000,Grey,First,4440.0,1695.0,1495.0,5.0,40.0,550000
BMW,X3 xDrive-20d xLine,2018,70000,White,First,4657.0,1881.0,1678.0,5.0,67.0,4400000
Toyota,Fortuner 3.0 4x2 AT,2015,145000,Gold,Second,4705.0,1840.0,1850.0,7.0,80.0,1600000
Datsun,Redigo T(O) 1.0 [2017-2019],2017,24000,Red,First,3429.0,1560.0,1541.0,5.0,28.0,198000
Hyundai,i10 Magna 1.1 LPG,2014,47721,Red,First,3585.0,1595.0,1550.0,5.0,35.0,225000
Hyundai,i20 Asta 1.4 AT with AVN,2011,26000,Silver,First,3940.0,1710.0,1505.0,5.0,45.0,310000
Renault,Kwid RXT [2015-2019],2017,15507,Bronze,First,3679.0,1579.0,1478.0,5.0,28.0,315000
Honda,City V,2018,39000,Maroon,Second,4440.0,1695.0,1495.0,5.0,40.0,775000
Maruti Suzuki,DZire VXi AMT,2017,58000,Silver,First,3995.0,1735.0,1515.0,5.0,37.0,625000
Hyundai,Creta SX Plus 1.6 CRDI Dual Tone,2015,82000,Red,Second,4270.0,1780.0,1630.0,5.0,60.0,775000
Toyota,Innova 2.4 G 7 STR [2016-2017],2018,95315,Brown,Second,4735.0,1830.0,1795.0,7.0,55.0,1549000
BMW,3-Series 320d Prestige,2016,46000,Blue,Second,4633.0,1811.0,1429.0,5.0,57.0,1679000
Maruti Suzuki,Swift ZXi AMT [2018-2019],2019,11874,White,First,3840.0,1735.0,1530.0,5.0,37.0,725000
Hyundai,Verna Fluidic 1.6 CRDi SX,2014,86000,Silver,First,4370.0,1700.0,1475.0,5.0,43.0,540000
Volkswagen,Polo Highline1.2L (D),2014,111000,Blue,Second,3970.0,1682.0,1453.0,5.0,45.0,350000
Volvo,V40 D3 R-Design,2015,50000,White,Second,4370.0,1783.0,1458.0,5.0,60.0,1689999
Nissan,Magnite XL,2021,28000,White,First,3994.0,1758.0,1572.0,5.0,40.0,625000
Maruti Suzuki,Celerio ZXi [2019-2020],2019,25000,Grey,First,3695.0,1600.0,1560.0,5.0,35.0,475000
Kia,Seltos HTK Plus 1.5 Diesel,2021,12000,White,First,4315.0,1800.0,1637.0,5.0,50.0,1650000
Hyundai,Santro Era,2019,32000,Silver,First,3610.0,1645.0,1560.0,5.0,35.0,409999
Land Rover,Range Rover Sport SDV6 S,2014,70000,Grey,First,4879.0,2073.0,1780.0,5.0,77.0,5900000
Toyota,Innova 2.4 VX 7 STR [2016-2020],2017,112000,Bronze,First,4735.0,1830.0,1795.0,7.0,55.0,2100000
BMW,5-Series 520d Luxury Line [2017-2019],2017,51800,Black,Second,4936.0,1868.0,1479.0,5.0,65.0,2750000
Maruti Suzuki,Ignis Zeta 1.2 AMT,2017,22000,Blue,First,3700.0,1690.0,1595.0,5.0,32.0,545000
Tata,Safari 2.2 VX 4x2,2015,155000,Black,First,4655.0,1965.0,1922.0,7.0,55.0,740000
Mercedes-Benz,E-Class E 200,2016,60000,Black,Second,4879.0,1854.0,1474.0,5.0,80.0,2400000
BMW,5-Series 520d Luxury Line [2017-2019],2018,23000,Grey,First,4936.0,1868.0,1479.0,5.0,65.0,4500000
Maruti Suzuki,Swift VXi,2014,75000,White,First,3850.0,1695.0,1530.0,5.0,42.0,465000
Fiat,Punto Active 1.3,2014,71000,Maroon,First,3987.0,1687.0,1495.0,5.0,45.0,375000
Audi,Q3 30 TDI Premium FWD,2017,64000,White,First,4385.0,1831.0,1608.0,5.0,64.0,2900000
Honda,WR-V VX MT Petrol,2018,45326,White,First,3999.0,1734.0,1601.0,5.0,40.0,795000
Mercedes-Benz,C-Class C 300d AMG line,2020,28079,Blue,First,4686.0,1810.0,1442.0,5.0,66.0,5250000
Audi,A3 35 TDI Premium,2019,15529,White,First,4456.0,1796.0,1416.0,5.0,50.0,2900000
Mercedes-Benz,GLA 200 Sport,2015,43200,Silver,First,4424.0,1804.0,1494.0,5.0,50.0,2250000
Honda,City VX CVT Petrol [2017-2019],2017,29386,Silver,Second,4440.0,1695.0,1495.0,5.0,40.0,1050000
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],2021,18105,Silver,First,3765.0,1660.0,1520.0,5.0,43.0,765000
Maruti Suzuki,S-Cross Sigma 1.3,2017,125372,Brown,First,4300.0,1765.0,1590.0,5.0,48.0,675000
Audi,A6 35 TDI Matrix,2015,100000,Blue,First,4933.0,1874.0,1455.0,5.0,75.0,2400000
Maruti Suzuki,Eeco 7 STR [2019-2020],2019,40000,Silver,First,3675.0,1475.0,1800.0,7.0,40.0,509999
Mahindra,XUV700 AX 7 Diesel AT AWD Luxury Pack 7 STR,2022,31000,Black,First,4695.0,1890.0,1755.0,7.0,60.0,2750000
Audi,A7 Sportback 3.0 TDI quattro,2012,42000,White,First,4969.0,2139.0,1420.0,5.0,65.0,2600000
Honda,City 1.5 V AT,2012,65001,Red,First,4440.0,1695.0,1485.0,5.0,42.0,495000
Audi,Q7 35 TDI Premium + Sunroof,2014,42533,Blue,First,5089.0,1983.0,1737.0,7.0,100.0,2400000
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],2018,45000,White,First,3765.0,1660.0,1520.0,5.0,43.0,495000
Land Rover,Discovery Sport HSE 7-Seater,2018,36000,White,Second,4600.0,2069.0,1724.0,7.0,65.0,4200000
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2017,44000,Black,Second,4795.0,1855.0,1835.0,7.0,80.0,2550000
Maruti Suzuki,Swift DZire LDI,2016,85000,White,First,3995.0,1695.0,1555.0,5.0,42.0,480000
Hyundai,Creta 1.6 SX (O),2021,17000,Black,First,4270.0,1780.0,1630.0,5.0,60.0,1750000
Maruti Suzuki,Ertiga ZDI + SHVS,2019,72000,Silver,First,4296.0,1695.0,1685.0,7.0,45.0,850000
Hyundai,Santro Sportz AMT [2018-2020],2019,34400,Silver,First,3610.0,1645.0,1560.0,5.0,35.0,434999
Hyundai,Venue SX (O) 1.0 Turbo iMT,2021,8800,White,First,3995.0,1770.0,1605.0,5.0,45.0,1070000
Honda,City ZX CVT Petrol,2022,2000,Grey,First,4549.0,1748.0,1489.0,5.0,40.0,1530000
Hyundai,Creta SX 1.5 Diesel [2020-2022],2020,19700,Maroon,First,4300.0,1790.0,1635.0,5.0,50.0,1598000
Hyundai,Verna 1.6 VTVT SX,2016,45000,White,First,4375.0,1700.0,1475.0,5.0,43.0,645000
Maruti Suzuki,Swift DZire ZDI AMT,2017,76000,Silver,First,3995.0,1695.0,1555.0,5.0,42.0,650000
Volkswagen,Vento Highline Diesel,2013,110000,Silver,First,4384.0,1699.0,1466.0,5.0,55.0,545000
Honda,City V Petrol,2022,2700,Silver,First,4440.0,1695.0,1495.0,5.0,40.0,1095000
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],2018,75000,Grey,First,4735.0,1830.0,1795.0,7.0,55.0,1975000
Rolls-Royce,Ghost 6.5,2011,60000,Maroon,Second,5399.0,1948.0,1550.0,5.0,82.5,18000000
Audi,Q3 35 TDI Technology with Navigation,2017,110000,Blue,First,4385.0,1831.0,1608.0,5.0,64.0,1839000
Skoda,Superb L&K TSI AT,2016,70000,White,Second,4861.0,1864.0,1483.0,5.0,66.0,1500000
Audi,Q3 35 TDI quattro Premium Plus,2017,42000,Silver,First,4385.0,1831.0,1608.0,5.0,64.0,2100000
Volkswagen,Polo Comfortline 1.5L (D),2015,70000,Red,First,3971.0,1682.0,1469.0,5.0,45.0,345000
Honda,City V,2018,52890,Silver,First,4440.0,1695.0,1495.0,5.0,40.0,850000
Hyundai,Creta SX 1.6 AT CRDi,2018,72870,White,First,4270.0,1780.0,1665.0,5.0,55.0,1425000
Hyundai,Elite i20 Asta 1.2,2017,48591,White,First,3985.0,1734.0,1505.0,5.0,45.0,675000
Mahindra,XUV300 1.5 W6 [2019-2020],2019,60888,Silver,First,3995.0,1821.0,1627.0,5.0,42.0,925000
Hyundai,Eon Era +,2014,48000,Red,First,3495.0,1550.0,1500.0,5.0,32.0,210000
Tata,Nexon XM,2018,20251,Grey,First,3994.0,1811.0,1607.0,5.0,44.0,760000
Hyundai,Verna 1.6 CRDI SX,2015,49000,White,First,4375.0,1700.0,1475.0,5.0,43.0,640000
Maruti Suzuki,Swift VXi,2013,66000,White,First,3850.0,1695.0,1530.0,5.0,42.0,340000
Land Rover,Discovery Sport SE R-Dynamic,2020,54200,White,First,4600.0,2069.0,1724.0,7.0,70.0,5995000
Honda,City S Petrol,2017,51292,White,First,4440.0,1695.0,1495.0,5.0,40.0,695000
Ford,Figo Trend 1.5L TDCi [2015-2016],2015,89000,Orange,Second,3886.0,1695.0,1525.0,5.0,40.0,465000
Toyota,Glanza V,2019,55000,Silver,First,3995.0,1745.0,1510.0,5.0,37.0,735000
Mercedes-Benz,E-Class E 200 Avantgarde,1988,71000,Red,Third,5063.0,1860.0,1494.0,5.0,80.0,1300000
Hyundai,Alcazar Prestige 7 STR 1.5 Diesel,2021,20000,White,First,4500.0,1790.0,1675.0,7.0,50.0,1848999
Honda,City V,2016,68500,Bronze,First,4440.0,1695.0,1495.0,5.0,40.0,685000
Hyundai,Santa Fe 2WD AT [2014-2017],2014,99000,White,First,4690.0,1880.0,1690.0,7.0,64.0,875000
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],2018,110000,Bronze,First,4735.0,1830.0,1795.0,7.0,55.0,2039999
Toyota,Glanza G,2019,19244,Red,First,3995.0,1745.0,1510.0,5.0,37.0,700000
Maruti Suzuki,Wagon R VXi 1.2,2020,19000,Blue,First,3655.0,1620.0,1675.0,5.0,32.0,550000
Hyundai,Santa Fe 2WD AT [2014-2017],2015,75000,Silver,Second,4690.0,1880.0,1690.0,7.0,64.0,825000
Toyota,Innova 2.4 ZX 7 STR [2016-2020],2021,29000,White,First,4735.0,1830.0,1795.0,7.0,55.0,3100000
Audi,A6 2.0 TDI Premium,2013,60000,Grey,Second,4915.0,1874.0,1455.0,5.0,65.0,1400000
Maruti Suzuki,Swift VXi,2015,80000,White,Second,3850.0,1695.0,1530.0,5.0,42.0,425000
Lexus,NX 300h Luxury [2017-2020],2018,54500,Black,Second,4640.0,1845.0,1645.0,5.0,56.0,4375000
Toyota,Innova ZX 2.4 AT 7 STR,2021,38000,Purple,First,4735.0,1830.0,1795.0,7.0,55.0,3000000
Mercedes-Benz,GLC 200 Progressive,2021,16785,White,First,4658.0,1890.0,1644.0,5.0,66.0,6600000
Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],2016,52000,Blue,Second,3995.0,1790.0,1640.0,5.0,48.0,640000
